"","his_data_2013.his_all_comments.textOriginal"
"748","3:26 what a dumb cunt "
"749","Hmm, It's so hard to actually see the sarcasm in some comments."
"750","No, no guns are allowed in DC what. so. ever. Neither in the school area. And in your second point, you contradict yourself!
""Have you been to college or school's guns are not allowed there""
""you not allowed to do it but people still bring them in""
THAT IS MY POINT. It does not matter if they are illegal, bad guys will still have them, and if we plan on living, we need to be armed as well to counter them."
"751","yeah the thing about that is most antigun people only use the constitution if it benefits their argument.  they somehow think something fundamental in the nature of humans has changed since 1776 so the second amendment is 'outdated' and no longer necessary because our government would never harm its citizens in their world.  why they think an organization that kills people on a daily basis wouldnt consider killing them is beyond me but hey thats liberal superiority for you "
"752","yeah but the law allow's guns in house hold it's basically taking alcohol and drugs in school you not allow to do it but people still bring them in "
"753","Look at the date on this video...

Then go to google and type in sandy hook...then look for the date of the shooting.

Then don't come back here and respond."
"754","were was sangy hook on that list"
"755","He was being sarcastic, using logic to make people on the other side see their stupidity. Honest mistake."
"756","Honest mistake. "
"757","Ignore what I just said, ha, I realized you were being sarcastic. I'm just used to that kind of shit over here in california,lol."
"758","sarcasm "
"759","Lol, there were no guns in the mideval ages. That was a very violent time in history. And even the first murder ever recorded the victum got his head smashed in by a rock. Guns can't do anything by themselves, and besides humans invented the gun with the intent that it would kill or harm. Peaple are violent my friend, not guns."
"760","i never said you were obviously that went over yor head buts its ok your country's education system isnt as good as ours hence the fact i said before america can kick the shit out of your country i said you LIKE the person on welfare so again i state if you hate america so much do something about it....oh thats right you cant...your too weak"
"761","lol nice"
"762","Just realized it, haha. Sorry"
"763","i was being sarcastic :)"
"764","I am terrible with sarcasm. Just sounds like something someone would say up here in Massachusetts with crazy gun laws, haha."
"765","I'm sorry, please translate that to english and repost."
"766","Wow one of the top ten is actually in my area... After the urban legends video and real life crimes video I'm kind of frightened lol"
"767","He was using sarcasm to make our point to the other side. But high five for using solid logic."
"768","If you saw this list, most areas were schools. Some of the more recent, sandy hook, the navy yard, were in completely gun-free zones. Next point?"
"769","What about the mass murders of people beheaded or killed with swords? Guns aren't the issue, people are."
"770","To me, The Dark Knight Rises shooting should be #1."
"771","i don't believe holmes did it, lots of witnesses testified there were two snipers all wearing black."
"772","we should definitely ban guns, everyone knows people were not violent until guns were invented "
"773","You are absolutely right, we are very violent people.  The worst thing that could be done is to take away guns.  That's the only thing good honest people have left."
"774","damn hunkies."
"775","I am perfectly aware on how to do research.  The point is you are making erroneous statements with no facts to back it up. its obvious you don't like smoking but this is a free country. If some one chooses to smoke that's there option. People are living much longer today than any time in history.  Ive known two people in my life who have died from smoking. One was 55 yes she died early life.  The other was 75 not so early life. Both where smokers. "
