"","his_data_2017.his_all_comments.textOriginal"
"1035","At school at CA I think or Washington there were a huge lock down and it was the last day of school at CA there were a gas link drill I survived by holding my nose but I didn't like it ONLY THE KIDS CAN SMELL IT NOT THE PARENTS MY MOM SAID THAT SHE'S DO NOT SMELL IT BUT I DO"
"1036","At my school my teacher during a real look down she closes the blinds locks the door didn't turn off  
Teacher:do your math 
Me :😤😥😧"
"1037","I would walk outside as a sacrifice"
"1038","No I did not"
"1039","I call it lock down drills"
"1040","if only there was a way to prevent mass shooting.. hm 🤔"
"1041","I’m in sixth grade and I’ve never even had an active shooter drill or any shooter drill. Just a lockdown drill and a real lockdown"
"1042","That what happens when they don't lock the Class doors -_-"
"1043","My school had a real lock down but police arrested him before he actually hurt anyone"
"1044","0:49"
"1045","Welp I'm gonna loose my life.The kids in my school won't shut up!"
"1046","In my class, there was this kid who, whenever there was a lockdown drill, the person who banged on the door, he would get up, open the shade and scream “hi Mr. Battaglia!” through the door."
"1047","Better run better run"
"1048","0:49"
"1049","This is just sad that schools have to do drills in case of a shooter. America really needs those gun control laws and fast"
"1050","It’s so sad that this has happened enough times that it even needs to be implemented"
"1051","Yo if there is a shooter walking around the hallways I aint gonna duck and cover like a sitting duck. You can bet there is gonna be a chair going through the window and me getting out."
"1052","I made everyone in my school think I would shoot up the school. 
Respect +"
"1053","omg"
"1054","6:12. God dang she strong!!!!"
"1055","Y'all niggas tripping Russell Westbrook Voice."
"1056","I knew Tim was a special one."
"1057","0:49"
"1058","If a real lock down happened
Shooter:Come children
I reach in my pocket than my class doesn't know the shooter is outside in the hall way
I see him
Me:Let's go bitch I will fucking kill you 
Shooter:Closes eyes lets see how
Me:This bitch *stabs him in the stomach below the stomach organ*
Shooter:My friends will kill you and the rest of this school kids 
Me:Nope *grabs his gun* DIE BITCH *shoots him*
Sees his friends gives my friend the gun and gets the rest of my life's out and gives one to the rest of my friends as the hurt the rest expect for two I get my sword out Slices them in half
Me:This is what bustard like you get *puts pinky up*
The end"
"1059","XD 0:49"
"1060","You need to debuff then finish it off with a Seismic Slash then a Crystal Smash."
"1061","If something like this practice happened I would be terrified and I would be scared for life"
"1062","I wish my school's shooting drill is as exciting as that."
"1063","My class during a lockdown drill 

Me: sleeps 
Boy: I'm scared mommy **giggles** 
Girl: Imma text my mom 
Another boy: BRUH 
Teacher: SSSSHHHHHHH
Another girl: wake up Angie 
Me: ** wakes up** what's happening? 
Teacher: SHHHHHH

Announcement: Drill over 

Class: NUUUUUUUUU

Teacher: I'm gonna wait"
"1064","OR you could just, ya know, make it harder for kids to get their hands on guns"
"1065","Im just waiting when one of these drills goes wrong and somebody acting the shooter gets hit by a chair"
"1066","0:49"
"1067","Xavier looks like a young Charlie Mcdonnell"
"1068","How to defeat a school shooter pants him"
"1069","00:49"
"1070","Shooter:Oh I broke into an unlock school with cars int he front and the doors are locked in the class rooms and lights off mmmmmmm not be here today I will try next week
Me:-shouts in class-BESH HOW STUPID ARE YOU YOU DINT HERE OVER 700 KIDS BREATHING ANF 20 CARS OUTSIDE YOUR EVEN STUPIDER THEN THAT KID THAT THINKS 9+10 IS 21
Teacher:-puts you outside with no close makes you run around as bait for him/her to Chase and everyone else runs away-"
"1071","If the teachers are attacking the bad guy and getting on top of them my goal is to sock him in the face give him/her black eyes knock out at least one tooth and give a bloody nose tie him up to my favorite students desk Billy of course then make him suffer with an annoying nose of brain making werid noses thank you brain this will be the only time when your annoyingness is amazing God bless you brain"
"1072","How you train kids to prepare well don't make your kids depressed enough to do it"
"1073","00:49 u mean Nguni chum"
"1074","Next up on ABC news: kids do nothing about school shooter, and get shot.why? Because they thought it was a drill 🙀😿"
"1075","Wait is that kacy cencrto"
"1076","I would accept the f*cking hell out of fighting the shooter(s), my horticulture teacher would do anything to keep everyone safe and we'd all do the same to keep ourselves safe."
"1077","This is fucking sick! Tricking people into thinking they're going to die or their parents are going to die isn't going to save anyone. Fire drills are there to teach you what to do, but in shootings you can't really do much to help. We shouldn't prepare, we should fucking make it harder to murder children"
"1078","The Sandy Hook Shooter looked like a nerd...not to be mean"
"1079","Easy way to get then off them bite the bitch"
"1080","Wow so scared I don't wanna die? Oaooaoaoaoaaaaaaa I'm so scared scared I've been crying until I got payed for robux"
"1081","We had a fire drill in the uk it went for 1hr and 45min I think some was in the bin camping and pressing the button non-stop"
"1082","Shoot up the school kids"
"1083","Me during a school shooting
*Running
""HMM NAH NIGGA I TOLD Y'ALL TO STOP TALKING SHIT ABOUT TIMMY BUT DID Y'ALL LIL NIGGAS LISTEN NO........."""
"1084","What happened if I saw a shooter
Story:
Shooter walking in the hallway
Teacher:everybody if a shooter come throw tables at them 
I thinks in my mind
Omg how am I going to do this lol
Then all students hide
I thinks
Me: GG what happened if I will accident throw to a student
When the shooter came in may class
Everybody shouts
Students: AHHHHHH
Me: omg they are doing it but I'm at behind!!!!
After the shooter went away
I finally calm down cuz I was scared when the shooter shoot me 
The end"
"1085","Ahh I live in Colorado < does it really matter? And oddly enough I loved lock down because everyone had to be quite and sit in the dark, I was never scared untill it was actually real, and it was easy to tell the difference between real and fake"
