"","his_data_2014.his_all_comments.textOriginal"
"526","im reading all these comments like what is wrong wrong  america people dont need guns etc.
even if the government banned guns only 15 mabey 20% of people would turn them in and then what do they do then, they no there are a hell of alot more out there so they start doing home searches and eventually leading up to a second American civil war and then most likely a good majority of the military will side with the people and the power in place would be taken down within mabey a month or two. and the people in power like being in power so dont expect a gun ban of any kind by the federal government any time soon"
"527","im not sure but i believe iv herd somewhere that in japan owning a fire arm is illegal and that japan has one of the lowest murder rates out of any country. Again, not sure."
"528","The irony of this all is that when their is a mass shooting anywhere, the government blames the gun. The gun didn't kill all those people the person did.
Secondly, honestly, the land of the free has too much freedom. I mean a man killed innocent people and got a life sentence for Christ sake! That should say something! America, congress, American people, everyone needs to get their heads out of their asses because it's not a hat. We need to realize we are basically putting gas in the fire here by giving so much freedom. That's my turn on the soap box anyone else?"
"529","Can someone please explain to me why Citizens are allowed guns? Like really? Whats the point in that? Why? Why not just not have them?  "
"530","+RED6UA.  You shd not have used the word ""EVERYWHERE"" 
Have you lived and worked in each country? Just because you have psycho gun crimes in the USA, and your crime rate is over the roof, its hilariously ignorant of you to ASSUME that all countries are as unsafe and fucked up as the USA. "
"531","What the fuck is the point with 6 life sentences?"
"532","90 % of all gun violence is linked to gang violence. True story"
"533","FUCK THE ANTI GUN COWARDS !!! Insecure homos you gotta be geez"
"534","It's always the ones you would never suspect.
Well""some"" of the ones anyway."
"535","I live in Colorado... Sad here "
"536","0:19 fuck i'm in alabama"
"537","vt is worse than columbine"
"538","North Hollywood Shootout????? Sandy Hook Massacre?????"
"539","Guns are not the problem, it is finding a place to put these assholes a.k.a mental facility! We need more of those! But your deity LBJ wanted that money to go toward welfare. Stop sympathizing with them! Plus, know the facts before debating! Plus, you don't think we can fight against drones? In WW2, rifle fire caused the most fear among pilots. Drones are slow moving aircraft. Also, I would feel more secure in one of these situations if I had a pistol to shoot."
