"","comments_real","comments_2012","comments_2013","comments_2014","comments_2015","comments_2016","comments_2017"
"peeeee",0,0,0,0,0,0,1
"peek",0,0,0,0,0,0,3
"peel",0,0,0,0,0,0,1
"peep",0,0,0,0,0,0,2
"peeps",0,0,0,0,0,0,2
"peering",0,0,0,0,0,0,1
"peice",0,0,0,0,0,0,1
"pelt",0,0,0,0,0,0,1
"pelted",0,0,0,0,0,0,3
"pencile",0,0,0,0,0,0,1
"pencilnnlike",0,0,0,0,0,0,1
"penney",0,0,0,0,0,0,1
"peoplechildren",0,0,0,0,0,0,1
"peopleknowmeaschris",0,0,0,0,0,0,1
"peoplenbuy",0,0,0,0,0,0,1
"peoplenkidshuddled",0,0,0,0,0,0,1
"peoplenlike",0,0,0,0,0,0,1
"peoplenlyricsnroberts",0,0,0,0,0,0,1
"peoplennnnni",0,0,0,0,0,0,1
"peoplenthis",0,0,0,0,0,0,1
"peoplepeople",0,0,0,0,0,0,1
"peopleyou",0,0,0,0,0,0,1
"peopleâuus",0,0,0,0,0,0,1
"peppermint",0,0,0,0,0,0,1
"perants",0,0,0,0,0,0,1
"peraon",0,0,0,0,0,0,1
"percussion",0,0,0,0,0,0,1
"perect",0,0,0,0,0,0,1
"periodsblocks",0,0,0,0,0,0,1
"pero",0,0,0,0,0,0,1
"peroxide",0,0,0,0,0,0,1
"personnschool",0,0,0,0,0,0,1
"pertynhow",0,0,0,0,0,0,1
"pesky",0,0,0,0,0,0,1
"petalmississippi",0,0,0,0,0,0,1
"petition",0,0,0,0,0,0,1
"pfff",0,0,0,0,0,0,2
"pffffffff",0,0,0,0,0,0,1
"phandoms",0,0,0,0,0,0,1
"phanicatthe",0,0,0,0,0,0,1
"pheebs",0,0,0,0,0,0,2
"phew",0,0,0,0,0,0,2
"phil",0,0,0,0,0,0,1
"philipinas",0,0,0,0,0,0,1
"phils",0,0,0,0,0,0,1
"phines",0,0,0,0,0,0,1
"phoned",0,0,0,0,0,0,1
"phoning",0,0,0,0,0,0,1
"photography",0,0,0,0,0,0,1
"pickings",0,0,0,0,0,0,1
"picturesðufuuðufuuðufuuðufuu",0,0,0,0,0,0,1
"piecing",0,0,0,0,0,0,1
"pieeater",0,0,0,0,0,0,1
"piggy",0,0,0,0,0,0,1
"pigsnjewett",0,0,0,0,0,0,1
"pikachu",0,0,0,0,0,0,1
"pilgrimd",0,0,0,0,0,0,1
"pilgrims",0,0,0,0,0,0,1
"pilã¸ts",0,0,0,0,0,0,1
"ping",0,0,0,0,0,0,3
"pinky",0,0,0,0,0,0,1
"pinnacle",0,0,0,0,0,0,1
"pinned",0,0,0,0,0,0,1
"pins",0,0,0,0,0,0,2
"pirates",0,0,0,0,0,0,1
"pirined",0,0,0,0,0,0,1
"pirmasens",0,0,0,0,0,0,1
"pistal",0,0,0,0,0,0,1
"pistolðuf¤u",0,0,0,0,0,0,1
"pities",0,0,0,0,0,0,1
"pixel",0,0,0,0,0,0,3
"pixie",0,0,0,0,0,0,1
"piã±ata",0,0,0,0,0,0,1
"placexd",0,0,0,0,0,0,1
"planking",0,0,0,0,0,0,1
"planners",0,0,0,0,0,0,1
"planâuu",0,0,0,0,0,0,1
"playgames",0,0,0,0,0,0,1
"playgrounds",0,0,0,0,0,0,1
"playinghardball",0,0,0,0,0,0,1
"playpen",0,0,0,0,0,0,1
"playsnclaps",0,0,0,0,0,0,1
"pleading",0,0,0,0,0,0,1
"pleasennnnnwinter",0,0,0,0,0,0,1
"pleasenunless",0,0,0,0,0,0,1
"pleasenusencommas",0,0,0,0,0,0,1
"plots",0,0,0,0,0,0,1
"plugged",0,0,0,0,0,0,1
"plush",0,0,0,0,0,0,1
"plzz",0,0,0,0,0,0,1
"pme",0,0,0,0,0,0,1
"pne",0,0,0,0,0,0,1
"pni",0,0,0,0,0,0,1
"pnshooter",0,0,0,0,0,0,1
"poc",0,0,0,0,0,0,1
"pogotipstricks",0,0,0,0,0,0,3
"pointsnsave",0,0,0,0,0,0,1
"pokãumon",0,0,0,0,0,0,1
"poles",0,0,0,0,0,0,1
"policen",0,0,0,0,0,0,2
"policennnow",0,0,0,0,0,0,1
"policeprincipal",0,0,0,0,0,0,1
"policeâuus",0,0,0,0,0,0,1
"polished",0,0,0,0,0,0,1
"polstramatic",0,0,0,0,0,0,1
"polytechnics",0,0,0,0,0,0,1
"pong",0,0,0,0,0,0,3
"poodle",0,0,0,0,0,0,1
"pookiepye",0,0,0,0,0,0,2
"poptart",0,0,0,0,0,0,1
"poptarts",0,0,0,0,0,0,2
"por",0,0,0,0,0,0,1
"pore",0,0,0,0,0,0,1
"pornnon",0,0,0,0,0,0,1
"portable",0,0,0,0,0,0,1
"portlandâ",0,0,0,0,0,0,1
"posible",0,0,0,0,0,0,3
"possiblenndont",0,0,0,0,0,0,1
"possition",0,0,0,0,0,0,1
"possum",0,0,0,0,0,0,1
"postive",0,0,0,0,0,0,1
"potentialschool",0,0,0,0,0,0,1
"potion",0,0,0,0,0,0,1
"pounded",0,0,0,0,0,0,1
"pour",0,0,0,0,0,0,1
"pov",0,0,0,0,0,0,1
"pow",0,0,0,0,0,0,1
"powerlessness",0,0,0,0,0,0,1
"pple",0,0,0,0,0,0,1
"praccticed",0,0,0,0,0,0,1
"pracrice",0,0,0,0,0,0,1
"practicingdrill",0,0,0,0,0,0,1
"practised",0,0,0,0,0,0,2
"practises",0,0,0,0,0,0,1
"prankd",0,0,0,0,0,0,1
"prankster",0,0,0,0,0,0,1
"prayed",0,0,0,0,0,0,1
"prayforlasvegas",0,0,0,0,0,0,1
"prayforpplwhoseekforattentionwhensomethingbadhappens",0,0,0,0,0,0,1
"prayforvegas",0,0,0,0,0,0,7
"praynso",0,0,0,0,0,0,1
"preachijg",0,0,0,0,0,0,1
"preadting",0,0,0,0,0,0,1
"precautionary",0,0,0,0,0,0,1
"preparehide",0,0,0,0,0,0,1
"preschool",0,0,0,0,0,0,3
"preschoolers",0,0,0,0,0,0,1
"presentations",0,0,0,0,0,0,2
"presenting",0,0,0,0,0,0,2
"prestige",0,0,0,0,0,0,1
"presume",0,0,0,0,0,0,1
"pretenders",0,0,0,0,0,0,1
"prettt",0,0,0,0,0,0,1
"prevents",0,0,0,0,0,0,1
"pricable",0,0,0,0,0,0,1
"pricelessðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuu",0,0,0,0,0,0,1
"princable",0,0,0,0,0,0,1
"princapal",0,0,0,0,0,0,1
"prince",0,0,0,0,0,0,2
"princeable",0,0,0,0,0,0,1
"princibul",0,0,0,0,0,0,1
"principl",0,0,0,0,0,0,1
"principlethis",0,0,0,0,0,0,1
"princpal",0,0,0,0,0,0,1
"pristine",0,0,0,0,0,0,1
"privates",0,0,0,0,0,0,1
"prize",0,0,0,0,0,0,1
"proably",0,0,0,0,0,0,1
"probabilities",0,0,0,0,0,0,1
"proble",0,0,0,0,0,0,1
"problemnak",0,0,0,0,0,0,1
"problemreactionsolution",0,0,0,0,0,0,1
"problemsnthese",0,0,0,0,0,0,1
"proceduresnteacher",0,0,0,0,0,0,1
"proceede",0,0,0,0,0,0,1
"procuring",0,0,0,0,0,0,1
"profanity",0,0,0,0,0,0,1
"proffesional",0,0,0,0,0,0,1
"proform",0,0,0,0,0,0,1
"programðufuu",0,0,0,0,0,0,1
"projects",0,0,0,0,0,0,2
"proofs",0,0,0,0,0,0,1
"proportion",0,0,0,0,0,0,1
"protesters",0,0,0,0,0,0,1
"protoonpc",0,0,0,0,0,0,2
"psa",0,0,0,0,0,0,2
"psas",0,0,0,0,0,0,1
"psy",0,0,0,0,0,0,1
"psychopathnwell",0,0,0,0,0,0,1
"psychopatic",0,0,0,0,0,0,1
"psychosnschools",0,0,0,0,0,0,1
"publicly",0,0,0,0,0,0,1
"puddin",0,0,0,0,0,0,2
"pueden",0,0,0,0,0,0,2
"puff",0,0,0,0,0,0,1
"pullin",0,0,0,0,0,0,1
"pumpkin",0,0,0,0,0,0,1
"punctual",0,0,0,0,0,0,1
"punped",0,0,0,0,0,0,1
"puns",0,0,0,0,0,0,1
"pupper",0,0,0,0,0,0,2
"purest",0,0,0,0,0,0,1
"purple",0,0,0,0,0,0,1
"purposly",0,0,0,0,0,0,1
"purveyor",0,0,0,0,0,0,1
"pushies",0,0,0,0,0,0,1
"pushups",0,0,0,0,0,0,2
"putt",0,0,0,0,0,0,1
"putted",0,0,0,0,0,0,1
"pyro",0,0,0,0,0,0,2
"pyschosisbullshit",0,0,0,0,0,0,1
"pã¸tatã¸",0,0,0,0,0,0,1
"quadrangle",0,0,0,0,0,0,1
"queens",0,0,0,0,0,0,1
"queria",0,0,0,0,0,0,1
"questionnif",0,0,0,0,0,0,1
"quicknbtw",0,0,0,0,0,0,1
"quickðufuu",0,0,0,0,0,0,1
"quietest",0,0,0,0,0,0,1
"quietlyin",0,0,0,0,0,0,1
"quietn",0,0,0,0,0,0,2
"quietnme",0,0,0,0,0,0,1
"quiz",0,0,0,0,0,0,1
"quota",0,0,0,0,0,0,1
"qwerty",0,0,0,0,0,0,1
"qwik",0,0,0,0,0,0,1
"raaaaaaaawwwwwwwwwwwwwwr",0,0,0,0,0,0,1
"raaaah",0,0,0,0,0,0,1
"raccoon",0,0,0,0,0,0,1
"racistand",0,0,0,0,0,0,1
"radionsubscribe",0,0,0,0,0,0,1
"raged",0,0,0,0,0,0,1
"ragequit",0,0,0,0,0,0,1
"raja",0,0,0,0,0,0,1
"raking",0,0,0,0,0,0,1
"rallys",0,0,0,0,0,0,1
"ralph",0,0,0,0,0,0,2
"ramen",0,0,0,0,0,0,1
"ramirez",0,0,0,0,0,0,2
"ramming",0,0,0,0,0,0,1
"ramos",0,0,0,0,0,0,1
"ramp",0,0,0,0,0,0,1
"rampaged",0,0,0,0,0,0,1
"rampaging",0,0,0,0,0,0,1
"rampid",0,0,0,0,0,0,1
"rangnnthe",0,0,0,0,0,0,1
"rannwhat",0,0,0,0,0,0,1
"rapunzel",0,0,0,0,0,0,1
"raquel",0,0,0,0,0,0,1
"rarer",0,0,0,0,0,0,1
"rarrrr",0,0,0,0,0,0,1
"rasengan",0,0,0,0,0,0,2
"rasist",0,0,0,0,0,0,1
"rastist",0,0,0,0,0,0,1
"ratchet",0,0,0,0,0,0,1
"rattles",0,0,0,0,0,0,1
"rayl",0,0,0,0,0,0,1
"rdm",0,0,0,0,0,0,3
"rdz",0,0,0,0,0,0,1
"reachs",0,0,0,0,0,0,1
"reactsnnnnnnalright",0,0,0,0,0,0,1
"readong",0,0,0,0,0,0,1
"realist",0,0,0,0,0,0,1
"realistici",0,0,0,0,0,0,1
"realisticness",0,0,0,0,0,0,1
"realityi",0,0,0,0,0,0,1
"realll",0,0,0,0,0,0,1
"reallyballs",0,0,0,0,0,0,1
"reallynnme",0,0,0,0,0,0,1
"reallystupid",0,0,0,0,0,0,1
"realnmy",0,0,0,0,0,0,1
"realnnone",0,0,0,0,0,0,2
"reanson",0,0,0,0,0,0,1
"reaper",0,0,0,0,0,0,4
"reasonings",0,0,0,0,0,0,1
"reasonðufuu",0,0,0,0,0,0,1
"reassured",0,0,0,0,0,0,1
"reassuring",0,0,0,0,0,0,1
"recces",0,0,0,0,0,0,1
"receptionthere",0,0,0,0,0,0,1
"recipe",0,0,0,0,0,0,1
"recked",0,0,0,0,0,0,1
"reckless",0,0,0,0,0,0,2
"recomended",0,0,0,0,0,0,1
"recordings",0,0,0,0,0,0,1
"recordnsomething",0,0,0,0,0,0,1
"recourses",0,0,0,0,0,0,1
"recruit",0,0,0,0,0,0,1
"rectangular",0,0,0,0,0,0,2
"recycling",0,0,0,0,0,0,1
"reddizcyber",0,0,0,0,0,0,2
"redesign",0,0,0,0,0,0,1
"redge",0,0,0,0,0,0,1
"rednviolets",0,0,0,0,0,0,1
"reducing",0,0,0,0,0,0,2
"reedit",0,0,0,0,0,0,1
"reeeeeeeeeeeeeeeeeeeee",0,0,0,0,0,0,1
"reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeengrabs",0,0,0,0,0,0,1
"reformation",0,0,0,0,0,0,1
"refrence",0,0,0,0,0,0,1
"refreshed",0,0,0,0,0,0,1
"refuge",0,0,0,0,0,0,1
"reggie",0,0,0,0,0,0,1
"regrets",0,0,0,0,0,0,2
"reid",0,0,0,0,0,0,1
"rekem",0,0,0,0,0,0,1
"reliable",0,0,0,0,0,0,1
"reliningon",0,0,0,0,0,0,1
"relize",0,0,0,0,0,0,1
"reloadnnschools",0,0,0,0,0,0,1
"relocated",0,0,0,0,0,0,1
"reloding",0,0,0,0,0,0,1
"remebering",0,0,0,0,0,0,1
"remotley",0,0,0,0,0,0,1
"ren",0,0,0,0,0,0,1
"renamed",0,0,0,0,0,0,1
"renegades",0,0,0,0,0,0,1
"repeated",0,0,0,0,0,0,2
"repentnits",0,0,0,0,0,0,1
"replacing",0,0,0,0,0,0,1
"replyed",0,0,0,0,0,0,1
"repoters",0,0,0,0,0,0,1
"rescheduled",0,0,0,0,0,0,1
"reseal",0,0,0,0,0,0,1
"resemble",0,0,0,0,0,0,1
"resent",0,0,0,0,0,0,1
"resonant",0,0,0,0,0,0,1
"respects",0,0,0,0,0,0,2
"restless",0,0,0,0,0,0,1
"restraunt",0,0,0,0,0,0,2
"restroomsnnnif",0,0,0,0,0,0,1
"resume",0,0,0,0,0,0,3
"retaliation",0,0,0,0,0,0,1
"retardednneck",0,0,0,0,0,0,1
"rethinks",0,0,0,0,0,0,1
"rey",0,0,0,0,0,0,2
"rhiro",0,0,0,0,0,0,1
"rho",0,0,0,0,0,0,1
"rhoades",0,0,0,0,0,0,2
"rhododendron",0,0,0,0,0,0,1
"riche",0,0,0,0,0,0,2
"richunlaternschool",0,0,0,0,0,0,1
"rider",0,0,0,0,0,0,2
"riggsbf",0,0,0,0,0,0,4
"rightit",0,0,0,0,0,0,1
"rightjust",0,0,0,0,0,0,1
"rightðufuuðufuuðufuuðufuu",0,0,0,0,0,0,1
"rill",0,0,0,0,0,0,1
"ringers",0,0,0,0,0,0,1
"ringtext",0,0,0,0,0,0,1
"rinotix",0,0,0,0,0,0,1
"ripe",0,0,0,0,0,0,1
"ripped",0,0,0,0,0,0,2
"rips",0,0,0,0,0,0,1
"rjthelion",0,0,0,0,0,0,1
"rlly",0,0,0,0,0,0,3
"rly",0,0,0,0,0,0,2
"roamed",0,0,0,0,0,0,1
"robbins",0,0,0,0,0,0,1
"roble",0,0,0,0,0,0,1
"robotic",0,0,0,0,0,0,1
"robux",0,0,0,0,0,0,1
"rogue",0,0,0,0,0,0,1
"roiice",0,0,0,0,0,0,1
"roket",0,0,0,0,0,0,1
"roofnnperfect",0,0,0,0,0,0,1
"roofs",0,0,0,0,0,0,1
"roomn",0,0,0,0,0,0,1
"roomnif",0,0,0,0,0,0,1
"roomnmehit",0,0,0,0,0,0,1
"roomnni",0,0,0,0,0,0,1
"roomnoh",0,0,0,0,0,0,1
"roomnwell",0,0,0,0,0,0,1
"roomðufuu",0,0,0,0,0,0,1
"rooting",0,0,0,0,0,0,1
"roses",0,0,0,0,0,0,1
"rotary",0,0,0,0,0,0,2
"rouge",0,0,0,0,0,0,2
"rounded",0,0,0,0,0,0,1
"roundsâ",0,0,0,0,0,0,1
"routesnnnnnnof",0,0,0,0,0,0,1
"rovery",0,0,0,0,0,0,1
"rth",0,0,0,0,0,0,1
"rubix",0,0,0,0,0,0,1
"ruff",0,0,0,0,0,0,1
"ruller",0,0,0,0,0,0,1
"runbetter",0,0,0,0,0,0,3
"runn",0,0,0,0,0,0,1
"runnbetter",0,0,0,0,0,0,3
"runnnn",0,0,0,0,0,0,1
"runnnnnnand",0,0,0,0,0,0,1
"runnoutrun",0,0,0,0,0,0,1
"runntrough",0,0,0,0,0,0,1
"runoutrun",0,0,0,0,0,0,3
"runðufuu",0,0,0,0,0,0,1
"russell",0,0,0,0,0,0,1
"rutgers",0,0,0,0,0,0,1
"ryå«jin",0,0,0,0,0,0,1
"saaame",0,0,0,0,0,0,1
"sabina",0,0,0,0,0,0,1
"sacrificer",0,0,0,0,0,0,1
"saddcdðufu¢ðufu­ðufu­ðufu¢",0,0,0,0,0,0,1
"sadism",0,0,0,0,0,0,1
"safen",0,0,0,0,0,0,1
"safernndumb",0,0,0,0,0,0,1
"saferntornado",0,0,0,0,0,0,1
"safetyeven",0,0,0,0,0,0,1
"safetynonce",0,0,0,0,0,0,1
"safeðufuu",0,0,0,0,0,0,1
"safly",0,0,0,0,0,0,1
"saftyrealy",0,0,0,0,0,0,1
"saidnclass",0,0,0,0,0,0,1
"saidnnobody",0,0,0,0,0,0,1
"saidnâuucjust",0,0,0,0,0,0,1
"saids",0,0,0,0,0,0,1
"saitama",0,0,0,0,0,0,1
"salas",0,0,0,0,0,0,3
"salaza",0,0,0,0,0,0,1
"salazar",0,0,0,0,0,0,1
"sally",0,0,0,0,0,0,1
"salute",0,0,0,0,0,0,1
"samashley",0,0,0,0,0,0,1
"sance",0,0,0,0,0,0,1
"sanderssandpaper",0,0,0,0,0,0,1
"sandstormnnshooter",0,0,0,0,0,0,1
"sandwichðufuu",0,0,0,0,0,0,1
"sanitizer",0,0,0,0,0,0,1
"santos",0,0,0,0,0,0,1
"sassy",0,0,0,0,0,0,1
"satisfying",0,0,0,0,0,0,2
"satouries",0,0,0,0,0,0,1
"saunders",0,0,0,0,0,0,1
"savavge",0,0,0,0,0,0,1
"saver",0,0,0,0,0,0,1
"savibg",0,0,0,0,0,0,1
"saxophones",0,0,0,0,0,0,1
"saylets",0,0,0,0,0,0,1
"sayng",0,0,0,0,0,0,1
"saynnhave",0,0,0,0,0,0,1
"saythis",0,0,0,0,0,0,1
"saz",0,0,0,0,0,0,2
"scamander",0,0,0,0,0,0,1
"scarced",0,0,0,0,0,0,1
"scarcely",0,0,0,0,0,0,1
"scareconcern",0,0,0,0,0,0,1
"scaredalso",0,0,0,0,0,0,1
"scarednclasskeeps",0,0,0,0,0,0,1
"scarednkindankindanwho",0,0,0,0,0,0,1
"scarednnnedit",0,0,0,0,0,0,1
"scaredthen",0,0,0,0,0,0,1
"scaredðuf¤¤ðuf¤¤",0,0,0,0,0,0,1
"scarlet",0,0,0,0,0,0,2
"scarreeeddddddnnnnni",0,0,0,0,0,0,1
"scarynby",0,0,0,0,0,0,1
"scarynni",0,0,0,0,0,0,1
"scarynnthen",0,0,0,0,0,0,1
"scaryðufu£ðufu£ðufu±",0,0,0,0,0,0,1
"scchol",0,0,0,0,0,0,1
"scean",0,0,0,0,0,0,1
"sceptical",0,0,0,0,0,0,1
"scheduled",0,0,0,0,0,0,2
"schols",0,0,0,0,0,0,1
"schoo",0,0,0,0,0,0,1
"schook",0,0,0,0,0,0,1
"schoolclass",0,0,0,0,0,0,1
"schoolclassroom",0,0,0,0,0,0,1
"schooleveryone",0,0,0,0,0,0,1
"schoolfire",0,0,0,0,0,0,1
"schoolget",0,0,0,0,0,0,1
"schoolim",0,0,0,0,0,0,2
"schooll",0,0,0,0,0,0,1
"schoolll",0,0,0,0,0,0,1
"schoollockdown",0,0,0,0,0,0,1
"schoolnclass",0,0,0,0,0,0,1
"schoolnfire",0,0,0,0,0,0,1
"schoolni",0,0,0,0,0,0,1
"schoolnif",0,0,0,0,0,0,1
"schoolnintruder",0,0,0,0,0,0,1
"schoolnlockdown",0,0,0,0,0,0,1
"schoolnme",0,0,0,0,0,0,1
"schoolnnkids",0,0,0,0,0,0,1
"schoolnnme",0,0,0,0,0,0,1
"schoolnnndrives",0,0,0,0,0,0,1
"schoolnnnnnnnni",0,0,0,0,0,0,1
"schoolnnnnnnnnlike",0,0,0,0,0,0,1
"schoolnnnow",0,0,0,0,0,0,1
"schoolnnnprincipallockdown",0,0,0,0,0,0,1
"schoolnnteacherbe",0,0,0,0,0,0,1
"schoolnnthe",0,0,0,0,0,0,1
"schoolnothing",0,0,0,0,0,0,1
"schoolnshooter",0,0,0,0,0,0,1
"schoolnsorry",0,0,0,0,0,0,1
"schoolnthey",0,0,0,0,0,0,1
"schoolnunauthorised",0,0,0,0,0,0,1
"schoolnwere",0,0,0,0,0,0,1
"schoolnwhy",0,0,0,0,0,0,1
"schoolsnnthe",0,0,0,0,0,0,1
"schoolsnturn",0,0,0,0,0,0,1
"schoolth",0,0,0,0,0,0,1
"schooltimes",0,0,0,0,0,0,1
"schoolâuud",0,0,0,0,0,0,1
"schoolðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuu",0,0,0,0,0,0,1
"schoolðuf¤uðufuuðufuuðufuu",0,0,0,0,0,0,1
"schopl",0,0,0,0,0,0,1
"schuldt",0,0,0,0,0,0,1
"scicers",0,0,0,0,0,0,1
"scicorrs",0,0,0,0,0,0,1
"scizzors",0,0,0,0,0,0,1
"scolded",0,0,0,0,0,0,1
"scoll",0,0,0,0,0,0,1
"scooted",0,0,0,0,0,0,1
"scorecards",0,0,0,0,0,0,1
"scotty",0,0,0,0,0,0,1
"scp",0,0,0,0,0,0,1
"scrach",0,0,0,0,0,0,1
"screamibg",0,0,0,0,0,0,1
"screamingn",0,0,0,0,0,0,1
"screamingnnall",0,0,0,0,0,0,1
"screamingðufuu",0,0,0,0,0,0,1
"screammming",0,0,0,0,0,0,1
"screamneveryone",0,0,0,0,0,0,1
"screamnnews",0,0,0,0,0,0,1
"screamnstep",0,0,0,0,0,0,1
"screamnthe",0,0,0,0,0,0,1
"screech",0,0,0,0,0,0,2
"screeched",0,0,0,0,0,0,1
"screeching",0,0,0,0,0,0,2
"screeeeeeeccchhhhhhhhnnthe",0,0,0,0,0,0,1
"screwnnow",0,0,0,0,0,0,1
"scrub",0,0,0,0,0,0,5
"scrumps",0,0,0,0,0,0,2
"scull",0,0,0,0,0,0,1
"sculpting",0,0,0,0,0,0,1
"seamen",0,0,0,0,0,0,1
"secondary",0,0,0,0,0,0,2
"secondsn",0,0,0,0,0,0,2
"secondâ",0,0,0,0,0,0,1
"secretarys",0,0,0,0,0,0,1
"secrets",0,0,0,0,0,0,1
"securing",0,0,0,0,0,0,1
"seeshhhh",0,0,0,0,0,0,1
"seets",0,0,0,0,0,0,1
"segrgated",0,0,0,0,0,0,1
"seismic",0,0,0,0,0,0,1
"sel",0,0,0,0,0,0,1
"selfie",0,0,0,0,0,0,1
"selfishly",0,0,0,0,0,0,1
"semantics",0,0,0,0,0,0,1
"semicircle",0,0,0,0,0,0,1
"sensenjust",0,0,0,0,0,0,1
"sensr",0,0,0,0,0,0,1
"sentancennkills",0,0,0,0,0,0,1
"seoi",0,0,0,0,0,0,1
"septicethanmarkityler",0,0,0,0,0,0,2
"ser",0,0,0,0,0,0,2
"seriousnnto",0,0,0,0,0,0,1
"seroiusly",0,0,0,0,0,0,1
"sessions",0,0,0,0,0,0,1
"seuss",0,0,0,0,0,0,1
"seventh",0,0,0,0,0,0,5
"sexismecause",0,0,0,0,0,0,1
"sexist",0,0,0,0,0,0,6
"sezuire",0,0,0,0,0,0,1
"shadowed",0,0,0,0,0,0,1
"shadowlabs",0,0,0,0,0,0,2
"shailene",0,0,0,0,0,0,1
"shakesnnnshooterokay",0,0,0,0,0,0,1
"shanked",0,0,0,0,0,0,1
"shard",0,0,0,0,0,0,2
"shards",0,0,0,0,0,0,1
"shares",0,0,0,0,0,0,1
"sharpend",0,0,0,0,0,0,1
"sharpenernnstep",0,0,0,0,0,0,1
"sharpening",0,0,0,0,0,0,1
"sharpheavy",0,0,0,0,0,0,1
"sharpnnstephide",0,0,0,0,0,0,1
"shating",0,0,0,0,0,0,1
"shatting",0,0,0,0,0,0,1
"shaury",0,0,0,0,0,0,3
"shayla",0,0,0,0,0,0,3
"sheaple",0,0,0,0,0,0,1
"shears",0,0,0,0,0,0,1
"shedevil",0,0,0,0,0,0,1
"sheeeeit",0,0,0,0,0,0,1
"sheeplets",0,0,0,0,0,0,1
"shekelburg",0,0,0,0,0,0,1
"shelfs",0,0,0,0,0,0,1
"shen",0,0,0,0,0,0,1
"shet",0,0,0,0,0,0,3
"sheâuull",0,0,0,0,0,0,1
"shf",0,0,0,0,0,0,1
"shhh",0,0,0,0,0,0,1
"shhhh",0,0,0,0,0,0,1
"shhhhhh",0,0,0,0,0,0,1
"shhhhhhhhhhh",0,0,0,0,0,0,1
"shhhhhhnnannouncement",0,0,0,0,0,0,1
"shhhhhhnnme",0,0,0,0,0,0,1
"shhoter",0,0,0,0,0,0,1
"shieldnfolding",0,0,0,0,0,0,1
"shinduronnnnnani",0,0,0,0,0,0,1
"shitlord",0,0,0,0,0,0,1
"shitnwe",0,0,0,0,0,0,1
"shitnyou",0,0,0,0,0,0,1
"shitshow",0,0,0,0,0,0,1
"shittest",0,0,0,0,0,0,1
"shityyyyy",0,0,0,0,0,0,1
"shivering",0,0,0,0,0,0,1
"shivs",0,0,0,0,0,0,1
"shlomo",0,0,0,0,0,0,1
"shocks",0,0,0,0,0,0,1
"shoddy",0,0,0,0,0,0,1
"shooshnme",0,0,0,0,0,0,1
"shooterclumping",0,0,0,0,0,0,1
"shooterheyyim",0,0,0,0,0,0,1
"shootermcomes",0,0,0,0,0,0,1
"shooternboohoo",0,0,0,0,0,0,1
"shooternigga",0,0,0,0,0,0,1
"shooternin",0,0,0,0,0,0,1
"shooternmeokie",0,0,0,0,0,0,1
"shooternmy",0,0,0,0,0,0,1
"shooternnmartial",0,0,0,0,0,0,1
"shooternnme",0,0,0,0,0,0,1
"shooternnnah",0,0,0,0,0,0,1
"shooternnnnnme",0,0,0,0,0,0,1
"shooternnnnnnnn",0,0,0,0,0,0,1
"shooternnnnnnnwait",0,0,0,0,0,0,1
"shooternnno",0,0,0,0,0,0,1
"shooternnstep",0,0,0,0,0,0,1
"shooternnthey",0,0,0,0,0,0,1
"shooternstorynshooter",0,0,0,0,0,0,1
"shooternteacher",0,0,0,0,0,0,1
"shooternthats",0,0,0,0,0,0,1
"shooteroh",0,0,0,0,0,0,1
"shooteropens",0,0,0,0,0,0,1
"shooterpicked",0,0,0,0,0,0,1
"shootersnall",0,0,0,0,0,0,1
"shootersnnexpectationsif",0,0,0,0,0,0,1
"shootersnni",0,0,0,0,0,0,1
"shooterwalks",0,0,0,0,0,0,1
"shooterz",0,0,0,0,0,0,1
"shootig",0,0,0,0,0,0,1
"shootingdue",0,0,0,0,0,0,1
"shootingfour",0,0,0,0,0,0,1
"shootinglockdown",0,0,0,0,0,0,1
"shootingnhonorable",0,0,0,0,0,0,1
"shootingni",0,0,0,0,0,0,1
"shootingnlike",0,0,0,0,0,0,1
"shootingnlots",0,0,0,0,0,0,1
"shootingnnme",0,0,0,0,0,0,1
"shootingnnnin",0,0,0,0,0,0,1
"shootingnnnnnnnnndo",0,0,0,0,0,0,1
"shootingnnnnnthank",0,0,0,0,0,0,1
"shootingnnnntheyll",0,0,0,0,0,0,1
"shootingnrunningnhmm",0,0,0,0,0,0,1
"shootingnschool",0,0,0,0,0,0,1
"shootingnstep",0,0,0,0,0,0,1
"shootingnâu¢",0,0,0,0,0,0,1
"shootingsjust",0,0,0,0,0,0,1
"shootingsninstead",0,0,0,0,0,0,1
"shootingsnjim",0,0,0,0,0,0,1
"shootingsnnget",0,0,0,0,0,0,1
"shootingsnnthis",0,0,0,0,0,0,1
"shootingsnwaits",0,0,0,0,0,0,1
"shootingstudent",0,0,0,0,0,0,1
"shootingâuub",0,0,0,0,0,0,1
"shootint",0,0,0,0,0,0,1
"shootkick",0,0,0,0,0,0,1
"shootni",0,0,0,0,0,0,1
"shootnnnme",0,0,0,0,0,0,1
"shootnnnnnnget",0,0,0,0,0,0,1
"shootoutetc",0,0,0,0,0,0,1
"shootoutwait",0,0,0,0,0,0,1
"shootsnme",0,0,0,0,0,0,1
